property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category
flat,medipally,3.0,3.0,2,New Property,1400.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kollur,3.0,3.0,2,Under Construction,2000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,mallampet,2.0,2.0,2,Relatively New,25.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,2.0,2,New Property,1431.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kukatpally,2.0,2.0,2,New Property,1200.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,meerpet,2.0,2.0,2,Moderately Old,1150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,adibatla,3.0,3.0,2,Under Construction,1490.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,chikkadapally,3.0,3.0,1,New Property,2100.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,chandanagar,3.0,2.0,1,New Property,1520.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
flat,chintal,2.0,2.0,3,Moderately Old,1050.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,bachupally,3.0,2.0,2,Moderately Old,1480.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,uppal,2.0,2.0,1,Moderately Old,922.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,2,Moderately Old,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,rajendra nagar,2.0,2.0,1,New Property,1047.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bolarum,3.0,2.0,1,Moderately Old,1380.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,rajendra nagar,1.0,1.0,1,New Property,593.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,miyapur,2.0,2.0,1,Under Construction,918.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,manikonda,2.0,2.0,1,Moderately Old,860.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,tolichowki,2.0,2.0,1,Under Construction,950.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,nanakramguda,3.0,3.0,2,Relatively New,1875.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,nallagandla,3.0,2.0,2,New Property,1511.0,0.0,0.0,1.0,Medium,unfurnished,High Floor
flat,gachibowli,3.0,3.0,1,New Property,1700.0,0.0,0.0,1.0,Medium,semifurnished,Mid Floor
flat,moti nagar,2.0,2.0,1,Old Property,850.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kollur,3.0,2.0,2,Under Construction,2000.0,0.0,0.0,0.0,Medium,unfurnished,High Floor
flat,shamshabad,3.0,2.0,2,Moderately Old,1250.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,pjr layout,3.0,2.0,2,Old Property,1314.0,0.0,0.0,1.0,Low,semifurnished,Mid Floor
flat,masjid banda,2.0,2.0,1,Relatively New,1290.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,tellapur,3.0,3.0,3,New Property,1524.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,beeramguda,2.0,2.0,3,Old Property,1190.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,2,Under Construction,1101.0,1.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,hyder nagar,3.0,3.0,2,Old Property,1449.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,tarnaka,1.0,2.0,2,Old Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,manikonda,3.0,3.0,2,Relatively New,1574.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,bachupally,3.0,2.0,2,Moderately Old,1480.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,chandanagar,3.0,2.0,2,Relatively New,1495.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kapra,2.0,2.0,2,Moderately Old,750.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,mallampet,2.0,2.0,2,New Property,1220.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,2,Moderately Old,1150.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,jntu,3.0,3.0,3,Under Construction,1605.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,nizampet,3.0,3.0,1,Relatively New,1530.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,kowkur,2.0,2.0,1,New Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,madhapur,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,2.0,2.0,2,Moderately Old,1143.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,pocharam,3.0,3.0,2,Moderately Old,1455.0,0.0,0.0,0.0,Low,semifurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Under Construction,1950.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nagole,2.0,2.0,1,Old Property,920.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,begumpet,2.0,2.0,1,Old Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,2,Relatively New,1086.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,ameerpet,2.0,2.0,2,Old Property,825.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,badangpet,1.0,1.0,1,Moderately Old,476.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hi tech city,2.0,2.0,1,Relatively New,1210.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,narsingi,2.0,2.0,3,New Property,1370.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,2,Old Property,1896.0,0.0,0.0,1.0,Low,furnished,Mid Floor
flat,nallagandla,3.0,3.0,1,Moderately Old,1500.0,0.0,0.0,0.0,High,unfurnished,Low Floor
flat,appa junction,2.0,2.0,2,New Property,1295.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,2.0,2.0,1,New Property,1290.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,mansoorabad,2.0,2.0,1,New Property,1130.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,alkapoor township,2.0,2.0,1,Under Construction,1291.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,tellapur,2.0,2.0,2,Relatively New,1281.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,mokila,3.0,3.0,1,New Property,1850.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,tellapur,2.0,2.0,1,Relatively New,1236.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,nanakramguda,3.0,4.0,2,Relatively New,2000.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,mallampet,2.0,2.0,1,New Property,1170.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,3.0,3.0,2,Relatively New,1500.0,0.0,0.0,1.0,Medium,semifurnished,Mid Floor
flat,narsingi,3.0,3.0,2,Under Construction,2020.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,moti nagar,3.0,2.0,2,Under Construction,1095.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,aminpur,2.0,2.0,3,Relatively New,1070.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,mahadevpur colony,2.0,2.0,1,Moderately Old,1000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kollur,3.0,3.0,1,Under Construction,1595.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,1,Moderately Old,1070.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,gachibowli,3.0,4.0,3,Moderately Old,1890.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,defence colony,3.0,2.0,1,Old Property,1220.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,3.0,3.0,2,New Property,2470.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,mallampet,2.0,2.0,2,New Property,1170.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kapra,3.0,2.0,2,Moderately Old,1143.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,New Property,2400.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,mallampet,2.0,2.0,2,New Property,1200.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,gajulramaram,3.0,2.0,1,New Property,940.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
flat,nizampet,2.0,2.0,2,Old Property,1135.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,banjara hills,3.0,2.0,1,New Property,1630.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,medipally,2.0,2.0,1,New Property,908.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
flat,hi tech city,2.0,2.0,1,Relatively New,1250.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,miyapur,3.0,2.0,1,New Property,1039.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,jodimetla,2.0,2.0,1,New Property,1100.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,suchitra,3.0,3.0,1,New Property,1565.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,New Property,1283.0,0.0,0.0,0.0,Medium,semifurnished,Low Floor
flat,kondapur,3.0,3.0,2,New Property,1800.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,2,Moderately Old,1075.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,2,Moderately Old,1050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,pocharam,3.0,3.0,1,Relatively New,1072.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,manikonda,3.0,2.0,2,Moderately Old,1425.0,0.0,0.0,0.0,Medium,semifurnished,Mid Floor
flat,chandanagar,2.0,2.0,1,Old Property,1000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,3.0,2,New Property,1730.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kukatpally,2.0,2.0,2,Under Construction,1035.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,chintal,2.0,2.0,1,New Property,940.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,tolichowki,3.0,2.0,2,Under Construction,1150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,prakash nagar,2.0,2.0,3,Moderately Old,1000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,peerzadiguda,2.0,2.0,1,Old Property,850.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,tarnaka,3.0,2.0,1,Old Property,1262.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kompally,3.0,3.0,1,New Property,2300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,miyapur,2.0,2.0,2,Under Construction,1255.0,0.0,0.0,1.0,Medium,unfurnished,High Floor
flat,moti nagar,3.0,3.0,1,Moderately Old,1250.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nagole,1.0,1.0,2,Relatively New,545.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,muppas panchavati colony,3.0,3.0,3,Old Property,1370.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,miyapur,2.0,2.0,2,Relatively New,1000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,alwal,2.0,2.0,2,New Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,anand bagh,2.0,2.0,1,Old Property,825.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kollur,3.0,2.0,3,Relatively New,1630.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,srinagar colony,2.0,2.0,1,Old Property,850.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,madinaguda,3.0,3.0,1,Old Property,1685.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kapra,2.0,2.0,1,New Property,1150.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,hi tech city,3.0,5.0,2,New Property,2220.0,0.0,0.0,1.0,Medium,unfurnished,High Floor
flat,kokapet,3.0,3.0,3,Relatively New,2466.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,rajendra nagar,1.0,1.0,0,Under Construction,280.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,kondapur,3.0,2.0,2,Old Property,1590.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,financial district,6.0,4.0,2,Relatively New,2396.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,sainikpuri,2.0,1.0,1,New Property,580.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,banjara hills,3.0,3.0,3,Relatively New,1800.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,mallampet,2.0,2.0,2,Under Construction,1198.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,janachaitanya colony,2.0,2.0,1,New Property,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,madinaguda,3.0,3.0,1,Old Property,1640.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,bhoiguda,3.0,3.0,2,Relatively New,1359.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,narsingi,2.0,2.0,1,New Property,1160.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1999.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,nanakramguda,3.0,3.0,2,Relatively New,1600.0,0.0,0.0,0.0,Medium,unfurnished,High Floor
flat,nizampet,2.0,2.0,1,Moderately Old,1150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shaikpet,3.0,2.0,1,New Property,1340.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1595.0,0.0,0.0,1.0,Low,semifurnished,Mid Floor
flat,gachibowli,4.0,3.0,0,New Property,2300.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,jai jawahar nagar,2.0,2.0,2,Moderately Old,1098.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,tolichowki,3.0,2.0,2,Relatively New,1450.0,0.0,0.0,0.0,Low,semifurnished,Low Floor
flat,hafeezpet,2.0,2.0,1,Moderately Old,1250.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,banjara hills,2.0,2.0,2,Old Property,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,manikonda,2.0,2.0,1,Moderately Old,1225.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,vaishali nagar,2.0,2.0,1,Old Property,1160.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,trimulgherry,2.0,2.0,1,Relatively New,1280.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kollur,2.0,2.0,1,Under Construction,1040.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,medipally,2.0,2.0,2,Relatively New,1024.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,golconda fort area,2.0,2.0,0,Relatively New,850.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,3,Under Construction,1909.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,nallagandla,2.0,2.0,1,New Property,1345.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,serlingampally,2.0,2.0,1,Under Construction,1150.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,ramanthapur,3.0,3.0,2,New Property,1430.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,3.0,3.0,2,Relatively New,1685.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,sainikpuri,2.0,2.0,1,Relatively New,950.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,aminpur,2.0,2.0,1,Relatively New,1042.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,1,Moderately Old,963.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,serlingampally,2.0,2.0,2,Relatively New,1334.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,chandanagar,3.0,3.0,1,New Property,1525.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Moderately Old,1475.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kompally,3.0,3.0,1,New Property,1750.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,aminpur,2.0,2.0,2,Relatively New,1125.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,nallagandla,2.0,2.0,1,Old Property,1260.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,dr as rao nagar,2.0,2.0,2,Old Property,925.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,upparpally,2.0,1.0,1,Old Property,590.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,alwal,2.0,2.0,2,New Property,1200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,puppalaguda,3.0,3.0,2,Moderately Old,1490.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Under Construction,1909.0,1.0,0.0,1.0,Medium,unfurnished,High Floor
flat,balapur,3.0,2.0,2,New Property,100.0,1.0,0.0,0.0,Low,unfurnished,Low Floor
flat,nizampet,2.0,2.0,2,Relatively New,1260.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,2,Relatively New,983.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,lingampally,2.0,2.0,1,Under Construction,1300.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,miyapur,2.0,2.0,1,New Property,918.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,rajendra nagar,2.0,2.0,0,Relatively New,980.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,moti nagar,2.0,2.0,1,New Property,1366.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kompally,3.0,2.0,2,New Property,1520.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,1,Moderately Old,1220.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,manikonda,3.0,2.0,2,Old Property,1368.0,1.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,kokapet,3.0,3.0,3,Relatively New,2466.0,0.0,0.0,0.0,High,semifurnished,Mid Floor
flat,mallapur,3.0,2.0,1,Old Property,1300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kapra,3.0,2.0,1,Moderately Old,1116.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,madhapur,3.0,2.0,2,Under Construction,1242.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,madhapur,3.0,2.0,2,New Property,1656.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kompally,3.0,2.0,2,New Property,1400.0,1.0,0.0,0.0,Medium,unfurnished,High Floor
flat,muppas panchavati colony,3.0,3.0,2,Relatively New,1720.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,moti nagar,2.0,2.0,1,Relatively New,1366.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,meerpet,2.0,1.0,0,Relatively New,545.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bachupally,3.0,2.0,4,Relatively New,1630.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kompally,2.0,2.0,1,Relatively New,1290.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,2.0,2.0,2,Relatively New,1450.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,miyapur,3.0,3.0,0,Relatively New,1527.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kompally,3.0,2.0,2,Relatively New,1525.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,mallampet,2.0,2.0,0,Relatively New,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,adibatla,2.0,2.0,2,Relatively New,1255.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,mallampet,2.0,2.0,2,Relatively New,1198.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,0,Relatively New,2410.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,3.0,4.0,3,Relatively New,2785.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,malkajgiri,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,2,Relatively New,1425.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,1,Relatively New,1560.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,alkapuri,3.0,3.0,1,Relatively New,1585.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kollur,2.0,3.0,3,Relatively New,2000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,2.0,2.0,1,Relatively New,1315.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kokapet,2.0,2.0,1,Relatively New,1340.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,miyapur,2.0,2.0,2,Relatively New,1425.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,bachupally,2.0,2.0,2,Relatively New,1250.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,3.0,2.0,1,Relatively New,1374.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,2,Relatively New,1975.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,alkapuri,2.0,2.0,1,Relatively New,1355.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,2,Under Construction,1080.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,ameenpur village,2.0,2.0,0,New Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kollur,3.0,3.0,1,New Property,1595.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1350.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,kukatpally,3.0,3.0,2,Old Property,1525.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,tarnaka,3.0,3.0,1,Relatively New,1725.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,alkapuri,2.0,2.0,2,Moderately Old,1235.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,1,New Property,918.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,2,Relatively New,1202.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,malkajgiri,2.0,2.0,2,Relatively New,900.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,2.0,2.0,2,Relatively New,1334.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2125.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,miyapur,2.0,2.0,2,Relatively New,1140.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,masjid banda,3.0,3.0,2,Relatively New,1765.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,tellapur,3.0,3.0,0,Relatively New,1891.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bapu nagar,2.0,2.0,2,Relatively New,1150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gachibowli,2.0,2.0,1,New Property,1315.0,0.0,0.0,1.0,Medium,unfurnished,High Floor
flat,shilpa nagar,2.0,2.0,1,Relatively New,845.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bachupally,2.0,2.0,2,Under Construction,1205.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,pjr layout,3.0,2.0,2,New Property,1350.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,hafeezpet,3.0,2.0,2,Old Property,1525.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,old bowenpally,1.0,1.0,0,Old Property,625.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,banjara hills,3.0,3.0,2,Old Property,1700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,narsingi,2.0,2.0,1,New Property,1324.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gurram guda,2.0,2.0,0,Relatively New,1050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,1,Relatively New,1245.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,medipally,2.0,2.0,2,Old Property,1100.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,sainikpuri,3.0,4.0,2,Moderately Old,1998.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,1,Relatively New,1150.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,3.0,3.0,3,Relatively New,1475.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kushaiguda,3.0,3.0,2,New Property,1407.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,bachupally,2.0,2.0,1,Under Construction,1205.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kukatpally,2.0,2.0,1,Moderately Old,1180.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bachupally,2.0,2.0,2,Under Construction,1200.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,mansoorabad,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,kokapet,2.0,2.0,3,Relatively New,970.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,bachupally,3.0,3.0,1,New Property,1243.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,bn reddy nagar,3.0,3.0,1,New Property,1595.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,kukatpally,2.0,2.0,1,Relatively New,1030.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kompally,3.0,3.0,1,Relatively New,1375.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,beeramguda,2.0,2.0,1,Relatively New,1150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,sanath nagar,3.0,3.0,3,Relatively New,1818.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,adibatla,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1597.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,alkapuri,3.0,3.0,2,Relatively New,1825.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,manikonda,2.0,2.0,1,Moderately Old,1250.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,3.0,3.0,1,Relatively New,1705.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
