property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category
flat,muppas panchavati colony,3.0,3.0,3,Relatively New,1456.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,canara nagar,3.0,3.0,1,Relatively New,1405.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,hi tech city,3.0,3.0,2,Moderately Old,1904.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kundanpally,2.0,2.0,2,New Property,935.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,ramachandrapuram,2.0,2.0,2,Moderately Old,1114.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,2,Relatively New,1275.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,peerzadiguda,2.0,2.0,1,Relatively New,1555.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,mallapur,3.0,2.0,1,New Property,1660.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,2,Relatively New,1100.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,beeramguda,2.0,2.0,1,Moderately Old,836.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,hyder nagar,3.0,2.0,1,Old Property,1445.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,3.0,4.0,1,New Property,2230.0,0.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,1,Relatively New,1757.0,0.0,0.0,0.0,Low,semifurnished,Mid Floor
flat,madhapur,5.0,5.0,4,Relatively New,4300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,sainikpuri,2.0,2.0,2,New Property,1226.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,upparpally,3.0,3.0,2,Moderately Old,1927.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kompally,2.0,2.0,2,Relatively New,1075.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1250.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,suchitra,3.0,3.0,2,New Property,1705.0,0.0,0.0,0.0,Medium,semifurnished,Low Floor
flat,uppal,3.0,2.0,2,Moderately Old,1500.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,begumpet,3.0,3.0,2,Old Property,2200.0,0.0,0.0,1.0,Low,semifurnished,Mid Floor
flat,patancheru,2.0,2.0,1,Under Construction,1447.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,sun city,3.0,2.0,2,Moderately Old,1300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kompally,2.0,2.0,1,Moderately Old,1175.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kapra,3.0,3.0,2,New Property,1625.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,dr as rao nagar,2.0,3.0,2,Relatively New,1523.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,saidabad,2.0,2.0,1,Relatively New,60.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,film nagar,2.0,2.0,1,Relatively New,976.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,3.0,3.0,3,Old Property,1933.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,hmt swarnapuri colony,2.0,2.0,2,Moderately Old,1140.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,kompally,2.0,2.0,1,Old Property,950.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,dundigal,4.0,4.0,3,Relatively New,150.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
flat,medipally,3.0,3.0,2,New Property,1600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bn reddy nagar,2.0,2.0,2,Relatively New,1100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,chandanagar,3.0,3.0,2,New Property,1560.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,attapur,2.0,2.0,1,Moderately Old,1000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,uppal,2.0,2.0,2,Relatively New,1155.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kompally,2.0,2.0,1,Relatively New,1089.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kompally,2.0,2.0,1,Relatively New,1089.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,1,Moderately Old,1300.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,kukatpally,3.0,3.0,2,Moderately Old,1500.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,new nallakunta,2.0,2.0,1,Old Property,760.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,banjara hills,2.0,2.0,2,Moderately Old,1300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kukatpally,3.0,3.0,1,Relatively New,1740.0,0.0,0.0,0.0,Medium,unfurnished,High Floor
flat,sainikpuri,3.0,3.0,2,Relatively New,1665.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,aminpur,1.0,1.0,1,New Property,700.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,jeedimetla,2.0,2.0,2,Moderately Old,1321.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,hastinapuram,3.0,3.0,1,New Property,1741.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,kompally,3.0,2.0,2,Relatively New,1500.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,ramanthapur,2.0,2.0,2,Old Property,1290.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
flat,bachupally,3.0,3.0,1,Relatively New,1620.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,3.0,3.0,1,Under Construction,1348.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,3.0,2.0,1,Under Construction,1250.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,shapur nagar,2.0,2.0,2,Moderately Old,1136.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nagole,3.0,3.0,1,Moderately Old,1900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,peerzadiguda,2.0,2.0,2,Moderately Old,1078.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,masjid banda,3.0,3.0,2,New Property,2214.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,nagole,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bachupally,2.0,2.0,2,New Property,1100.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,kondapur,3.0,3.0,3,Moderately Old,1700.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,madinaguda,3.0,3.0,2,New Property,1688.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,mallampet,3.0,3.0,2,Under Construction,2100.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,bachupally,2.0,2.0,1,New Property,900.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,2.0,2.0,1,Relatively New,1150.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,suraram,2.0,2.0,2,Moderately Old,1050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,uppal,2.0,2.0,2,New Property,1160.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,sainikpuri,2.0,2.0,2,Old Property,312.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,old bowenpally,1.0,1.0,1,Old Property,500.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,madinaguda,3.0,3.0,3,New Property,75.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,nagole,3.0,2.0,1,New Property,1465.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,manchirevula village,2.0,2.0,2,Relatively New,1150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,vaishali nagar,3.0,3.0,1,Relatively New,1557.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,kompally,3.0,3.0,3,Old Property,2500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,sun city,3.0,2.0,2,Relatively New,1350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,nizampet,2.0,2.0,2,Old Property,1250.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bowenpally,3.0,3.0,3,Relatively New,2200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,mokila,3.0,4.0,1,New Property,4290.7,0.0,1.0,1.0,Medium,unfurnished,Low Floor
house,beeramguda,4.0,3.0,1,Moderately Old,251.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mallapur,2.0,2.0,0,Old Property,1746.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,tukkuguda,3.0,3.0,2,New Property,2040.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
house,dr as rao nagar,7.0,7.0,3+,Relatively New,2403.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
house,ramachandrapuram,2.0,2.0,0,Old Property,2034.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kothapet,6.0,6.0,1,Relatively New,2250.0,0.0,1.0,0.0,Low,unfurnished,Low Floor
house,gowdavalli,4.0,4.0,3,New Property,4310.0,0.0,1.0,0.0,Medium,unfurnished,Low Floor
house,alwal,3.0,3.0,2,Moderately Old,2079.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,nizampet,3.0,3.0,1,Old Property,2400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,padma rao nagar,2.0,3.0,2,Old Property,63.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,new bowenpally,4.0,4.0,3,Old Property,4500.0,1.0,1.0,1.0,Medium,unfurnished,Mid Floor
house,kapra,5.0,4.0,1,Moderately Old,1980.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,bhel,3.0,3.0,1,Old Property,2000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,dammaiguda,4.0,4.0,1,Old Property,2700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,tellapur,4.0,6.0,3,Relatively New,4000.0,1.0,1.0,1.0,Medium,unfurnished,Mid Floor
house,khairatabad,2.0,2.0,2,Old Property,3114.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kollur,4.0,5.0,3,New Property,4255.0,1.0,1.0,1.0,Medium,unfurnished,Mid Floor
house,kompally,4.0,4.0,2,Under Construction,1692.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,jubilee hills,4.0,4.0,1,Old Property,3924.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,chintal,3.0,3.0,1,Moderately Old,3150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,badangpet,2.0,2.0,2,Old Property,1551.5,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kompally,4.0,4.0,2,Moderately Old,3000.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kothapet,2.0,2.0,2,Moderately Old,1197.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ramanthapur,6.0,6.0,2,Moderately Old,4200.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,kondakal,3.0,4.0,3,New Property,2400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kompally,4.0,4.0,1,New Property,3209.0,1.0,0.0,1.0,Medium,unfurnished,Low Floor
house,manikonda,4.0,4.0,0,New Property,3000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,beeramguda,2.0,3.0,1,Moderately Old,125.2,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,cherlapally,3.0,3.0,1,Old Property,362.0,0.0,1.0,1.0,Low,unfurnished,Low Floor
house,boduppal,3.0,3.0,0,Old Property,2500.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,nagole,6.0,6.0,2,New Property,3350.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,pocharam,3.0,3.0,2,Moderately Old,2100.0,0.0,1.0,1.0,Low,unfurnished,Low Floor
house,kapra,4.0,4.0,3+,New Property,3800.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kapra,3.0,3.0,2,Old Property,2500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,chintal,2.0,7.0,1,New Property,1080.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,medipally,2.0,2.0,2,Relatively New,147.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,nagole,1.0,1.0,1,Moderately Old,540.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ramanthapur,3.0,3.0,0,Old Property,2214.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,medchal,4.0,4.0,2,New Property,3800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,boduppal,3.0,10.0,0,New Property,5800.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,koheda,2.0,3.0,2,Under Construction,1815.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,ramachandrapuram,6.0,4.0,3+,Moderately Old,6400.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,ameenpur village,2.0,2.0,1,Moderately Old,115.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,alwal,4.0,4.0,1,Old Property,1980.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,rampally,2.0,2.0,1,New Property,1314.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hyder nagar,1.0,1.0,0,Moderately Old,44.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kapra,2.0,4.0,2,New Property,3200.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,aminpur,4.0,4.0,2,New Property,2600.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,aminpur,3.0,3.0,1,New Property,1350.0,1.0,0.0,0.0,Medium,unfurnished,Low Floor
house,badangpet,3.0,3.0,2,New Property,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,chikkadapally,4.0,4.0,3+,Moderately Old,1647.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,nizampet,3.0,3.0,1,Old Property,963.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,old alwal,2.0,2.0,1,Old Property,1200.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,beeramguda,5.0,6.0,3,New Property,6500.0,0.0,1.0,0.0,Low,unfurnished,Mid Floor
house,kukatpally,2.0,5.0,2,Relatively New,1215.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,saidabad,3.0,3.0,0,Moderately Old,2000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,new malakpet,2.0,6.0,2,Moderately Old,12000.0,0.0,1.0,1.0,Low,semifurnished,Mid Floor
house,attapur,2.0,2.0,0,Old Property,1062.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kompally,5.0,6.0,2,Under Construction,4300.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
house,mokila,3.0,4.0,3,New Property,2550.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
house,alwal,3.0,3.0,3,Moderately Old,1224.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,chandrayangutta,3.0,2.0,1,Old Property,2106.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ramakrishnapuram,3.0,2.0,1,Old Property,2400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,turkayamjal,4.0,4.0,1,Relatively New,2600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,tukkuguda,3.0,3.0,2,New Property,2250.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,dr as rao nagar,4.0,3.0,1,Old Property,2800.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
house,kollur,4.0,4.0,1,Under Construction,3888.0,1.0,1.0,1.0,Medium,unfurnished,Mid Floor
house,alwal,3.0,2.0,1,Old Property,1611.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,meerpet,2.0,2.0,3,Old Property,1485.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mallampet,3.0,3.0,2,Relatively New,1650.0,0.0,0.0,1.0,High,semifurnished,Low Floor
house,appa junction,4.0,4.0,1,Relatively New,4950.0,1.0,1.0,0.0,Low,unfurnished,Low Floor
house,krishna reddy pet,3.0,3.0,2,Moderately Old,1540.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,vanasthalipuram,2.0,6.0,2,New Property,1197.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,west marredpally,6.0,6.0,2,Old Property,5229.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kompally,4.0,4.0,2,Relatively New,3300.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,new bowenpally,2.0,2.0,2,Old Property,2054.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hayathnagar,4.0,4.0,2,New Property,162.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,chandanagar,3.0,4.0,1,Moderately Old,2835.0,0.0,1.0,1.0,Low,unfurnished,Low Floor
house,narapally,2.0,2.0,2,Under Construction,2500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,anand bagh,1.0,5.0,3+,Old Property,127.0,0.0,1.0,1.0,Low,unfurnished,Mid Floor
house,kondapur,5.0,4.0,2,Moderately Old,4450.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,beeramguda,4.0,8.0,3+,Moderately Old,1200.0,0.0,1.0,0.0,Low,unfurnished,Mid Floor
house,yapral,4.0,4.0,3,Old Property,2844.0,0.0,1.0,0.0,Low,unfurnished,Low Floor
house,alkapoor township,4.0,3.0,2,Moderately Old,1835.0,1.0,1.0,0.0,Medium,furnished,Low Floor
house,gowdavalli,4.0,5.0,2,New Property,3000.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,peerzadiguda,2.0,4.0,2,Old Property,2994.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,old bowenpally,2.0,5.0,3,New Property,3200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,muthangi,2.0,2.0,1,New Property,880.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,rampally,3.0,4.0,1,Under Construction,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,alwal,1.0,2.0,1,New Property,105.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,chandanagar,5.0,10.0,3+,Old Property,5467.4,1.0,0.0,1.0,Medium,semifurnished,Low Floor
house,kompally,4.0,5.0,2,Moderately Old,1962.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
house,turkayamjal,4.0,4.0,1,New Property,1170.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,mokila,5.0,5.0,3+,New Property,6600.0,0.0,1.0,0.0,Low,unfurnished,Mid Floor
house,kompally,5.0,5.0,2,New Property,2500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,meerpet,4.0,4.0,2,Moderately Old,2700.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,attapur,5.0,20.0,3+,Moderately Old,2160.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,old alwal,2.0,6.0,3+,New Property,477.77,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,dr as rao nagar,6.0,6.0,3+,New Property,4250.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,boduppal,3.0,3.0,1,New Property,1656.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,narapally,5.0,6.0,2,New Property,1800.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,gundlapochampalli,3.0,4.0,3,Moderately Old,2000.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,kompally,4.0,4.0,2,Relatively New,2142.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,kowkur,4.0,4.0,2,New Property,1332.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,3.0,3.0,1,New Property,2780.0,1.0,0.0,0.0,Low,unfurnished,Low Floor
house,muthangi,2.0,5.0,2,New Property,2800.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kowkur,1.0,4.0,2,New Property,170.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
house,nadargul,2.0,2.0,1,New Property,1350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kundanpally,2.0,2.0,1,New Property,1197.0,1.0,0.0,1.0,Medium,unfurnished,Low Floor
house,kokapet,4.0,4.0,2,Relatively New,5070.0,1.0,1.0,1.0,High,furnished,Mid Floor
house,manchirevula village,2.0,5.0,2,Relatively New,2800.0,0.0,1.0,1.0,Medium,unfurnished,Low Floor
house,manchirevula village,2.0,5.0,2,Relatively New,3697.0,0.0,1.0,1.0,Low,unfurnished,Low Floor
house,manchirevula village,2.0,5.0,2,Relatively New,3700.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,osman nagar,4.0,5.0,2,Relatively New,5165.0,0.0,1.0,1.0,Medium,unfurnished,Low Floor
house,osman nagar,4.0,5.0,2,Relatively New,5165.0,0.0,1.0,1.0,Medium,unfurnished,Low Floor
house,sun city,4.0,4.0,1,Relatively New,3602.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
house,tellapur,5.0,5.0,1,New Property,4050.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,mokila,3.0,4.0,3,Relatively New,2550.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
house,mokila,3.0,4.0,3,Relatively New,2550.0,0.0,0.0,1.0,Medium,semifurnished,Low Floor
house,mokila,5.0,6.0,3,Relatively New,4800.0,0.0,1.0,0.0,Medium,unfurnished,Low Floor
house,velimela,3.0,3.0,1,New Property,2800.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,tellapur,4.0,5.0,2,New Property,4660.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,pati,4.0,3.0,2,Relatively New,5400.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,dammaiguda,2.0,5.0,3,Relatively New,1440.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,dammaiguda,2.0,5.0,3,Relatively New,1440.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,rampally,2.0,8.0,3,Relatively New,1197.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,kollur,4.0,4.0,3,Relatively New,3580.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,kollur,4.0,4.0,3,Relatively New,4200.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,krishna reddy pet,4.0,4.0,3,Relatively New,2765.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,beeramguda,4.0,5.0,2,Relatively New,2700.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,beeramguda,4.0,4.0,3,Relatively New,1800.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,kompally,5.0,5.0,2,New Property,3651.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,kompally,5.0,5.0,2,New Property,3650.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,osmannagar,5.0,4.0,2,Relatively New,2650.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,kollur,4.0,4.0,2,Relatively New,2250.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,kowkur,4.0,4.0,2,New Property,1494.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kowkur,3.0,3.0,2,New Property,1503.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kowkur,4.0,4.0,1,New Property,3300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,tellapur,4.0,4.0,3+,New Property,5420.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,gachibowli,4.0,4.0,3,Relatively New,4222.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,nallagandla,4.0,4.0,3,Relatively New,4222.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,kismathpur,4.0,4.0,3,Relatively New,4013.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,mokila,4.0,4.0,2,Relatively New,3296.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,4.0,4.0,2,Relatively New,3500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,4.0,4.0,2,Relatively New,3196.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,4.0,4.0,2,Relatively New,3196.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kokapet,4.0,4.0,3,New Property,4222.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,mokila,4.0,4.0,2,Relatively New,3800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,4.0,4.0,2,Relatively New,3466.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kismathpur,4.0,4.0,2,Relatively New,3400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,4.0,4.0,2,Relatively New,3296.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,4.0,4.0,1,Relatively New,2700.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,osman nagar,4.0,4.0,3,Relatively New,4222.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,gandhamguda,3.0,3.0,1,Relatively New,145.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,peeranchuruvu,3.0,3.0,2,Relatively New,2350.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,mokila,3.0,3.0,2,New Property,2384.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,kismathpur,4.0,4.0,1,New Property,150.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kismathpur,4.0,4.0,2,New Property,140.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,gachibowli,4.0,4.0,2,Relatively New,2880.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,kokapet,4.0,4.0,2,Relatively New,3150.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,adibatla,2.0,2.0,1,New Property,1972.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,kompally,2.0,4.0,2,Relatively New,220.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,adibatla,2.0,2.0,1,New Property,200.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,west marredpally,3.0,3.0,2,Old Property,135.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,narsingi,4.0,5.0,3,Relatively New,4500.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,medchal,3.0,3.0,2,New Property,1503.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kokapet,4.0,4.0,2,Relatively New,5500.0,1.0,1.0,1.0,High,semifurnished,Mid Floor
house,mokila,3.0,3.0,1,New Property,2750.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,mokila,3.0,2.0,2,New Property,2380.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,mokila,3.0,2.0,2,New Property,2600.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,mokila,3.0,3.0,1,New Property,2700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,3.0,3.0,1,Relatively New,2250.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
