property_type,sectors,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,pooja room,furnish_type,luxury_category,floor_category
house,mokila,2.0,4.0,1.0,Relatively New,278.0,0.0,0.0,unfurnished,Low,Low Floor
house,mokila,4.0,4.0,1.0,Relatively New,2889.0,0.0,0.0,unfurnished,Low,Low Floor
house,mokila,3.0,3.0,1.0,Relatively New,178.0,0.0,0.0,unfurnished,Low,Low Floor
house,kompally,3.0,4.0,2.0,New Property,3421.0,0.0,1.0,unfurnished,Low,Low Floor
house,mokila,4.0,4.0,2.0,Relatively New,2700.0,0.0,0.0,semifurnished,Low,Low Floor
house,krishna reddy pet,4.0,4.0,3.0,Relatively New,2701.0,1.0,1.0,unfurnished,Low,Mid Floor
house,muthangi,3.0,3.0,3.0,Relatively New,2010.0,1.0,1.0,unfurnished,Low,Low Floor
house,kollur,4.0,4.0,3.0,Relatively New,3600.0,1.0,1.0,unfurnished,Low,Mid Floor
house,aminpur,4.0,4.0,2.0,Relatively New,2700.0,1.0,1.0,unfurnished,Low,Low Floor
house,gangaram,4.0,4.0,2.0,Relatively New,2700.0,1.0,1.0,unfurnished,Low,Low Floor
house,sultanpur,4.0,4.0,2.0,Relatively New,2700.0,1.0,1.0,unfurnished,Low,Low Floor
house,muttangi,3.0,3.0,2.0,Relatively New,2000.0,1.0,1.0,unfurnished,Low,Low Floor
house,serlingampally,4.0,4.0,2.0,Relatively New,2700.0,1.0,1.0,unfurnished,Low,Low Floor
house,muthangi,3.0,3.0,2.0,Relatively New,2500.0,1.0,1.0,unfurnished,Low,Low Floor
house,serlingampally,4.0,4.0,2.0,Relatively New,2700.0,1.0,1.0,unfurnished,Low,Low Floor
house,kollur,4.0,4.0,2.0,New Property,3508.0,0.0,0.0,unfurnished,Low,Mid Floor
house,lanco hills,6.0,6.0,4.0,Relatively New,6500.0,1.0,1.0,semifurnished,Low,Low Floor
house,lanco hills,4.0,4.0,3.0,Relatively New,5850.0,1.0,1.0,semifurnished,Low,Low Floor
house,sultanpura,4.0,4.0,2.0,Relatively New,2700.0,1.0,1.0,unfurnished,Low,Low Floor
house,kismathpur,4.0,4.0,3.0,Relatively New,5000.0,1.0,1.0,unfurnished,Medium,Low Floor
house,gundlapochampalli,3.0,3.0,2.0,Relatively New,3500.0,1.0,0.0,unfurnished,Low,Low Floor
house,almas guda,3.0,3.0,1.0,New Property,2100.0,0.0,1.0,unfurnished,Low,Low Floor
house,vanasthalipuram,2.0,4.0,3.0,New Property,2900.0,0.0,1.0,semifurnished,Low,Low Floor
house,medipally,4.0,4.0,2.0,New Property,146.0,0.0,0.0,unfurnished,Low,Low Floor
house,shaheen nagar,3.0,2.0,1.0,Relatively New,489.0,0.0,0.0,semifurnished,Low,Low Floor
house,rci road balapur,4.0,5.0,1.0,Old Property,200.0,0.0,1.0,unfurnished,Low,Low Floor
house,bhanur,3.0,3.0,2.0,New Property,220.0,0.0,1.0,unfurnished,Low,Low Floor
house,shad nagar,2.0,4.0,3.0,Moderately Old,1188.0,0.0,0.0,unfurnished,Low,Low Floor
house,bhel employees co-operative housing society,2.0,2.0,1.0,Old Property,116.0,0.0,0.0,unfurnished,Low,Low Floor
house,badangpet,2.0,2.0,1.0,Old Property,135.0,0.0,0.0,unfurnished,Low,Low Floor
house,trimulgherry,2.0,2.0,3.0,Moderately Old,163.0,0.0,0.0,semifurnished,Low,Low Floor
house,muthangi,2.0,2.0,1.0,New Property,145.0,1.0,1.0,semifurnished,Low,Low Floor
house,santoshnagar,2.0,4.0,2.0,Moderately Old,1025.0,0.0,0.0,unfurnished,Low,Low Floor
house,attapur,4.0,4.0,1.0,Moderately Old,1800.0,0.0,0.0,unfurnished,Low,Low Floor
house,kishan bagh,1.0,1.0,0.0,Moderately Old,800.0,0.0,0.0,unfurnished,Low,Low Floor
house,machabolaram,4.0,3.0,1.0,Old Property,150.0,0.0,1.0,furnished,Medium,Low Floor
house,patancheru,3.0,4.0,1.0,Under Construction,3080.0,0.0,0.0,unfurnished,Low,Mid Floor
house,new nallakunta,4.0,2.0,1.0,Old Property,146.0,0.0,0.0,unfurnished,Low,Low Floor
house,shad nagar,4.0,4.0,3.0,New Property,180.0,1.0,1.0,unfurnished,Low,Low Floor
house,uppal,2.0,2.0,1.0,Old Property,100.0,0.0,1.0,unfurnished,Low,Low Floor
house,dhatu nagar,1.0,2.0,1.0,Relatively New,50.0,0.0,0.0,unfurnished,Low,Low Floor
house,tolichowki,2.0,2.0,0.0,Old Property,72.0,0.0,0.0,unfurnished,Low,Low Floor
house,mokila,3.0,3.0,2.0,Under Construction,2000.0,0.0,1.0,unfurnished,Low,Low Floor
house,machabolaram,3.0,3.0,2.0,Relatively New,120.0,0.0,1.0,furnished,Low,Low Floor
house,nallakunta,5.0,5.0,2.0,Moderately Old,4091.0,0.0,1.0,unfurnished,Low,Mid Floor
house,old malakpet,5.0,5.0,2.0,Relatively New,2400.0,0.0,0.0,unfurnished,Low,Mid Floor
house,yellamma banda,2.0,2.0,0.0,Relatively New,720.0,0.0,0.0,semifurnished,Low,Low Floor
house,karmanghat,2.0,1.0,1.0,Old Property,540.0,0.0,0.0,unfurnished,Low,Mid Floor
house,boduppal,4.0,4.0,3.0,Moderately Old,2065.0,0.0,0.0,semifurnished,Low,Low Floor
house,moinabad,4.0,5.0,1.0,New Property,6534.0,1.0,0.0,semifurnished,Low,Low Floor
house,nagole,2.0,2.0,0.0,Old Property,122.0,0.0,0.0,unfurnished,Low,Low Floor
house,lb nagar,4.0,4.0,2.0,Relatively New,3800.0,0.0,0.0,semifurnished,Low,Low Floor
house,ramanthapur,4.0,3.0,1.0,Old Property,100.0,0.0,0.0,semifurnished,Low,Low Floor
house,ramanthapur,4.0,3.0,2.0,Moderately Old,1800.0,0.0,0.0,unfurnished,Low,Low Floor
house,gurram guda,2.0,2.0,0.0,Moderately Old,120.0,0.0,1.0,unfurnished,Low,Low Floor
house,cooperative bank colony,2.0,6.0,3.0,Old Property,153.0,0.0,1.0,semifurnished,Medium,Low Floor
house,bhongir,2.0,5.0,4.0,Moderately Old,1000.0,0.0,0.0,unfurnished,Low,Mid Floor
house,badangpet,2.0,2.0,1.0,Relatively New,1700.0,0.0,0.0,unfurnished,Low,Low Floor
house,badangpet,3.0,3.0,1.0,Moderately Old,1600.0,0.0,0.0,unfurnished,Low,Low Floor
house,bandlaguda jagir,2.0,2.0,0.0,Moderately Old,150.0,0.0,1.0,unfurnished,Low,Low Floor
house,kompally,3.0,3.0,1.0,Relatively New,150.0,0.0,0.0,unfurnished,Low,Low Floor
house,kompally,2.0,2.0,0.0,Old Property,200.0,0.0,0.0,unfurnished,Low,Low Floor
house,injapur,9.0,9.0,3.0,New Property,7000.0,0.0,1.0,semifurnished,Medium,Mid Floor
house,balkampet,2.0,3.0,1.0,Old Property,900.0,0.0,0.0,semifurnished,Low,Low Floor
house,rampally,3.0,4.0,4.0,Relatively New,150.0,0.0,1.0,semifurnished,Low,Low Floor
house,mokila,4.0,4.0,3.0,New Property,2700.0,1.0,1.0,unfurnished,Low,Mid Floor
house,bandam kommu,2.0,5.0,3.0,Relatively New,150.0,0.0,0.0,unfurnished,Low,Low Floor
house,beeramguda,2.0,4.0,1.0,New Property,133.0,0.0,1.0,unfurnished,Low,Low Floor
house,quthbullapur,2.0,4.0,3.0,Moderately Old,300.0,0.0,0.0,unfurnished,Low,Low Floor
house,badangpet,2.0,2.0,0.0,Under Construction,100.0,0.0,0.0,unfurnished,Low,Low Floor
house,chengicherla,2.0,2.0,2.0,New Property,133.0,0.0,1.0,unfurnished,Low,Low Floor
house,royal colony,2.0,4.0,2.0,Moderately Old,130.0,1.0,1.0,semifurnished,Low,Low Floor
house,thumkunta,2.0,2.0,1.0,New Property,133.0,0.0,1.0,unfurnished,Low,Low Floor
house,mallampet,4.0,4.0,4.0,New Property,2200.0,0.0,0.0,unfurnished,Medium,Low Floor
house,nagole,4.0,5.0,2.0,Relatively New,1800.0,0.0,0.0,semifurnished,Low,Low Floor
house,east balaji hill colony,2.0,2.0,1.0,Moderately Old,1200.0,0.0,1.0,unfurnished,Low,Low Floor
house,munganoor,2.0,3.0,0.0,Relatively New,950.0,0.0,0.0,unfurnished,Low,Low Floor
house,thumkunta village,7.0,8.0,3.0,Relatively New,3600.0,1.0,0.0,unfurnished,Low,Low Floor
house,peerzadiguda,3.0,3.0,1.0,Relatively New,227.0,0.0,1.0,unfurnished,Low,Low Floor
house,vayun meadows,4.0,5.0,2.0,New Property,3300.0,0.0,1.0,semifurnished,Low,Low Floor
house,balapur,5.0,6.0,4.0,New Property,3200.0,0.0,1.0,semifurnished,Low,Low Floor
house,nagaram,4.0,4.0,2.0,Moderately Old,183.0,0.0,0.0,unfurnished,Low,Low Floor
house,narapally,5.0,5.0,2.0,New Property,2400.0,0.0,0.0,unfurnished,Low,Low Floor
house,turkayamjal,7.0,11.0,4.0,Moderately Old,5500.0,1.0,1.0,unfurnished,Low,Low Floor
house,near tkr engineering college nandhi hills,3.0,3.0,2.0,New Property,220.0,0.0,1.0,unfurnished,Low,Low Floor
house,pragathi nagar,3.0,4.0,1.0,Relatively New,3092.0,0.0,1.0,semifurnished,Low,Low Floor
house,ameenpur village,3.0,3.0,1.0,Relatively New,100.0,0.0,0.0,semifurnished,Low,Low Floor
house,koheda,2.0,2.0,1.0,New Property,157.0,0.0,1.0,unfurnished,Low,Low Floor
house,nizampet,5.0,5.0,1.0,Old Property,1800.0,1.0,0.0,semifurnished,Low,Low Floor
house,musheerabad,2.0,7.0,4.0,Old Property,180.0,0.0,0.0,semifurnished,Low,Mid Floor
house,erragadda,5.0,7.0,1.0,Old Property,1680.0,0.0,0.0,unfurnished,Low,Low Floor
house,bapu nagar,5.0,4.0,2.0,Relatively New,2088.0,0.0,1.0,furnished,Low,Mid Floor
house,tappachabutra,2.0,2.0,1.0,Old Property,70.0,0.0,0.0,unfurnished,Low,Low Floor
house,bowrampet,3.0,3.0,2.0,Moderately Old,1680.0,0.0,0.0,unfurnished,Low,Low Floor
house,medipally,1.0,5.0,3.0,Relatively New,1350.0,0.0,0.0,unfurnished,Low,Mid Floor
house,beeramguda,3.0,2.0,0.0,Relatively New,200.0,0.0,1.0,semifurnished,Low,Low Floor
house,sainikpuri,6.0,6.0,4.0,New Property,5200.0,1.0,1.0,unfurnished,Low,Mid Floor
house,shankarpally,3.0,3.0,2.0,Under Construction,2830.0,0.0,0.0,unfurnished,Low,Low Floor
house,indresham,2.0,3.0,2.0,New Property,1350.0,0.0,1.0,unfurnished,Low,Low Floor
house,kondakal,3.0,3.0,2.0,New Property,2700.0,0.0,0.0,unfurnished,Medium,Low Floor
house,tejaswi nagar,2.0,2.0,1.0,Old Property,102.0,0.0,0.0,unfurnished,Low,Low Floor
house,east marredpally,4.0,3.0,1.0,Old Property,273.0,0.0,0.0,unfurnished,Low,Low Floor
house,langer house,2.0,2.0,1.0,Relatively New,1035.0,0.0,1.0,semifurnished,Low,Low Floor
house,g v r colony,2.0,2.0,0.0,Relatively New,750.0,0.0,0.0,semifurnished,Low,Low Floor
house,chingicherla,2.0,3.0,1.0,Relatively New,133.0,0.0,1.0,semifurnished,Low,Low Floor
house,medipally,2.0,2.0,3.0,Relatively New,100.0,0.0,1.0,unfurnished,Low,Mid Floor
house,vignanapuri colony,8.0,8.0,3.0,New Property,5600.0,0.0,1.0,semifurnished,Low,Mid Floor
house,nandanavanam colony,5.0,5.0,4.0,Relatively New,4300.0,0.0,0.0,unfurnished,Low,Mid Floor
house,nizampet,5.0,4.0,1.0,Moderately Old,2259.0,1.0,0.0,semifurnished,Low,Low Floor
house,kokapet,5.0,6.0,4.0,Relatively New,4500.0,0.0,0.0,unfurnished,Low,Low Floor
house,shivam road,1.0,6.0,4.0,Relatively New,1080.0,0.0,0.0,semifurnished,Low,Mid Floor
house,sangeet nagar,2.0,4.0,2.0,Relatively New,1500.0,0.0,0.0,semifurnished,Low,Low Floor
house,alwal,3.0,3.0,1.0,Old Property,1155.0,0.0,1.0,semifurnished,Low,Low Floor
house,bandlaguda jagir,3.0,3.0,2.0,Under Construction,3256.0,1.0,1.0,unfurnished,Low,Mid Floor
house,shapur nagar,2.0,2.0,1.0,Old Property,130.0,0.0,0.0,unfurnished,Low,Low Floor
house,boduppal,2.0,2.0,1.0,New Property,150.0,0.0,1.0,unfurnished,Low,Low Floor
house,chandanagar,1.0,1.0,1.0,Moderately Old,3800.0,0.0,0.0,unfurnished,Low,Low Floor
house,nagaram,3.0,3.0,2.0,Old Property,135.0,0.0,1.0,unfurnished,Low,Low Floor
house,rampally x road,4.0,4.0,2.0,Old Property,173.0,0.0,1.0,unfurnished,Low,Low Floor
house,panduranga nagar,2.0,4.0,2.0,Moderately Old,675.0,0.0,1.0,semifurnished,Low,Low Floor
house,venkatraya nagar,2.0,2.0,0.0,Moderately Old,900.0,0.0,1.0,unfurnished,Low,Low Floor
house,lal bazar,3.0,4.0,2.0,Moderately Old,70.0,0.0,0.0,semifurnished,Low,Mid Floor
house,qutbullapur,3.0,3.0,1.0,New Property,1400.0,0.0,0.0,semifurnished,Low,Mid Floor
house,osman nagar,2.0,2.0,2.0,New Property,1650.0,0.0,0.0,unfurnished,Low,Low Floor
house,as rao nagar,6.0,6.0,4.0,New Property,5200.0,0.0,1.0,unfurnished,Low,Mid Floor
house,mohammed nagar,3.0,2.0,0.0,Relatively New,100.0,0.0,0.0,unfurnished,Low,Low Floor
house,hydeerabad,2.0,2.0,0.0,New Property,170.0,0.0,1.0,semifurnished,Low,Low Floor
house,hal colony gajularamaram,2.0,2.0,2.0,Relatively New,120.0,0.0,0.0,unfurnished,Low,Low Floor
house,quba colony,2.0,1.0,0.0,Moderately Old,50.0,0.0,0.0,unfurnished,Low,Low Floor
house,czech colony,4.0,5.0,3.0,Relatively New,1800.0,0.0,0.0,unfurnished,Low,Low Floor
house,fetri,1.0,2.0,0.0,New Property,968.0,0.0,0.0,unfurnished,Low,Low Floor
house,ecil,3.0,3.0,0.0,New Property,135.0,0.0,0.0,unfurnished,Low,Low Floor
house,kothaguda,2.0,5.0,3.0,Moderately Old,100.0,0.0,0.0,unfurnished,Low,Low Floor
house,allwyn colony,4.0,7.0,2.0,Old Property,1800.0,0.0,0.0,semifurnished,Low,Low Floor
house,aminpur,2.0,2.0,1.0,Relatively New,150.0,0.0,1.0,semifurnished,Low,Low Floor
house,rn reddy nagar,2.0,3.0,0.0,Moderately Old,1300.0,0.0,0.0,unfurnished,Low,Low Floor
house,gandhi nagar,2.0,3.0,2.0,Old Property,122.0,0.0,0.0,unfurnished,Low,Low Floor
house,jai jawahar nagar,5.0,4.0,2.0,Moderately Old,4200.0,0.0,1.0,unfurnished,Low,Low Floor
house,tilak nagar,6.0,7.0,4.0,New Property,4800.0,0.0,1.0,semifurnished,Low,Mid Floor
house,tukkuguda,4.0,4.0,3.0,Under Construction,4000.0,0.0,0.0,unfurnished,Low,Low Floor
house,sr naik nagar,1.0,1.0,0.0,Moderately Old,2403.0,0.0,0.0,unfurnished,Low,Low Floor
house,sri sai enclave,2.0,4.0,2.0,Relatively New,112.0,0.0,0.0,unfurnished,Low,Low Floor
house,bollaram,2.0,2.0,2.0,Relatively New,1200.0,0.0,0.0,unfurnished,Low,Low Floor
house,gokhale nagar,2.0,3.0,2.0,Old Property,1202.0,0.0,0.0,semifurnished,Low,Low Floor
house,miyapur,4.0,4.0,1.0,Old Property,3700.0,0.0,1.0,unfurnished,Medium,Low Floor
house,turkayamjal,2.0,2.0,2.0,New Property,1800.0,0.0,0.0,unfurnished,Low,Low Floor
house,tukaram gate,2.0,3.0,0.0,Moderately Old,52.0,0.0,0.0,unfurnished,Low,Low Floor
house,kismathpur,4.0,4.0,3.0,New Property,4014.0,1.0,1.0,unfurnished,Medium,Mid Floor
house,kismathpur,4.0,4.0,2.0,New Property,3600.0,1.0,1.0,unfurnished,Medium,Low Floor
house,kismathpur,4.0,4.0,1.0,New Property,4014.0,1.0,1.0,unfurnished,High,Low Floor
house,upparguda,2.0,3.0,3.0,Old Property,150.0,0.0,1.0,semifurnished,Low,Low Floor
house,kuntloor,3.0,4.0,1.0,New Property,1800.0,0.0,0.0,unfurnished,Low,Low Floor
house,auronautic enclave,4.0,4.0,2.0,Old Property,1500.0,0.0,0.0,unfurnished,Low,Low Floor
house,virat nagar,2.0,2.0,0.0,Relatively New,85.0,0.0,0.0,unfurnished,Low,Low Floor
house,shad nagar,5.0,5.0,4.0,Relatively New,2130.0,0.0,0.0,unfurnished,Low,Mid Floor
house,kalimandir bandalagua jagir,2.0,2.0,0.0,Old Property,160.0,0.0,0.0,unfurnished,Low,Low Floor
house,chanchalguda,5.0,8.0,4.0,Moderately Old,1800.0,0.0,0.0,unfurnished,Low,Mid Floor
house,kuntloor,2.0,3.0,1.0,New Property,150.0,0.0,1.0,unfurnished,Low,Low Floor
house,rakshapuram,4.0,3.0,0.0,Old Property,200.0,0.0,0.0,unfurnished,Low,Low Floor
house,munganoor,2.0,3.0,1.0,Relatively New,900.0,0.0,0.0,unfurnished,Low,Low Floor
house,munganoor,2.0,2.0,1.0,Relatively New,1200.0,0.0,1.0,unfurnished,Low,Low Floor
house,kismathpur,5.0,5.0,4.0,New Property,1584.0,0.0,0.0,semifurnished,Low,Mid Floor
house,telephone colony,2.0,5.0,4.0,New Property,150.0,0.0,1.0,semifurnished,Low,Low Floor
house,chingicherla,2.0,2.0,0.0,New Property,100.0,0.0,0.0,unfurnished,Low,Low Floor
house,uppal,2.0,2.0,2.0,Moderately Old,100.0,0.0,1.0,semifurnished,Low,Low Floor
house,nadargul,2.0,2.0,0.0,Relatively New,150.0,0.0,1.0,semifurnished,Low,Low Floor
house,1st phase allwyn colony,2.0,2.0,1.0,Old Property,96.0,0.0,0.0,unfurnished,Low,Low Floor
house,sahebnagar kalan,2.0,3.0,0.0,Relatively New,1350.0,0.0,0.0,unfurnished,Low,Low Floor
house,medipally,2.0,2.0,1.0,Relatively New,147.0,0.0,1.0,unfurnished,Low,Low Floor
house,shamirpet,3.0,4.0,1.0,New Property,2976.0,0.0,0.0,unfurnished,Low,Low Floor
house,sri vasavi siva nagar colony,1.0,2.0,1.0,Relatively New,60.0,0.0,0.0,unfurnished,Low,Low Floor
house,tellpur osmannagar,1.0,5.0,1.0,New Property,3029.0,0.0,0.0,unfurnished,Low,Mid Floor
house,dilkushnagar,2.0,1.0,1.0,Old Property,277.0,0.0,0.0,unfurnished,Low,Low Floor
house,hasthinapuram central,2.0,5.0,4.0,Under Construction,200.0,0.0,0.0,unfurnished,Low,Mid Floor
house,hayathnagar khalsa,2.0,2.0,1.0,Relatively New,110.0,0.0,1.0,unfurnished,Low,Low Floor
house,ushodaya colony behind cmr school indira nagar gajularamaram hyderabad,2.0,1.0,0.0,New Property,730.0,0.0,0.0,unfurnished,Low,Low Floor
house,nacharam,4.0,5.0,2.0,New Property,160.0,0.0,1.0,semifurnished,Low,Low Floor
house,uppal,3.0,3.0,0.0,Moderately Old,73.0,0.0,0.0,semifurnished,Low,Low Floor
house,mallampet,4.0,4.0,4.0,Relatively New,3200.0,0.0,0.0,furnished,Low,Low Floor
house,silicon meadows,2.0,2.0,1.0,Relatively New,1250.0,0.0,1.0,semifurnished,Low,Low Floor
house,pnr colony,4.0,3.0,2.0,Relatively New,200.0,0.0,1.0,semifurnished,Low,Low Floor
house,rampally,2.0,2.0,0.0,Relatively New,180.0,0.0,1.0,unfurnished,Low,Low Floor
house,rp road,4.0,4.0,2.0,Old Property,1773.0,0.0,0.0,semifurnished,Low,Mid Floor
house,shankarpally,3.0,3.0,1.0,New Property,5000.0,0.0,1.0,semifurnished,Low,Low Floor
house,ambedkar nagar,4.0,4.0,2.0,Moderately Old,4500.0,0.0,1.0,semifurnished,Low,Low Floor
house,wampugudem,4.0,4.0,2.0,Old Property,2646.0,0.0,1.0,semifurnished,Low,Low Floor
house,nagaram,3.0,3.0,1.0,New Property,1800.0,0.0,0.0,unfurnished,Low,Low Floor
house,samatha nagar,3.0,4.0,0.0,Moderately Old,74.0,0.0,0.0,unfurnished,Low,Low Floor
house,yakutpura,2.0,4.0,1.0,Moderately Old,175.0,0.0,0.0,unfurnished,Low,Low Floor
house,malkajgiri,3.0,2.0,0.0,Old Property,250.0,0.0,0.0,unfurnished,Low,Low Floor
house,shaheen nagar,3.0,4.0,2.0,New Property,100.0,0.0,0.0,unfurnished,Low,Low Floor
house,sri ram nagar colony,4.0,2.0,1.0,Moderately Old,80.0,0.0,0.0,unfurnished,Low,Low Floor
house,jagatgiri gutta,3.0,2.0,1.0,Moderately Old,80.0,0.0,0.0,unfurnished,Low,Low Floor
house,lb nagar,3.0,2.0,1.0,Old Property,82.0,0.0,0.0,unfurnished,Low,Low Floor
house,hmt swarnapuri colony,3.0,3.0,2.0,Moderately Old,1350.0,1.0,1.0,semifurnished,Low,Low Floor
house,bahadur pally,2.0,5.0,2.0,New Property,100.0,0.0,0.0,semifurnished,Low,Low Floor
house,kachavani singaram,2.0,3.0,2.0,New Property,150.0,0.0,0.0,furnished,Low,Low Floor
house,parvathapur,4.0,4.0,4.0,Relatively New,1630.0,0.0,1.0,semifurnished,Low,Low Floor
house,prajay water front turkapally village,3.0,3.0,2.0,Old Property,271.0,0.0,0.0,furnished,Low,Low Floor
house,revenue board colony,3.0,8.0,1.0,Old Property,6600.0,1.0,0.0,furnished,Low,Mid Floor
house,dammaiguda,3.0,3.0,2.0,Relatively New,1600.0,0.0,1.0,unfurnished,Low,Low Floor
house,nadargul,2.0,2.0,2.0,New Property,1040.0,0.0,1.0,semifurnished,Low,Low Floor
house,sangareddy,2.0,2.0,1.0,New Property,1350.0,0.0,0.0,unfurnished,Low,Low Floor
house,uppal,3.0,3.0,1.0,Relatively New,1800.0,0.0,0.0,furnished,Low,Low Floor
house,srinivas nagar colony,2.0,2.0,2.0,Moderately Old,1200.0,0.0,0.0,unfurnished,Low,Low Floor
house,sp nagar,2.0,2.0,3.0,Old Property,132.0,0.0,0.0,unfurnished,Low,Low Floor
house,nizampet,1.0,4.0,2.0,New Property,3600.0,0.0,1.0,furnished,Low,Mid Floor
house,vanasthalipuram,1.0,2.0,2.0,Relatively New,100.0,0.0,0.0,semifurnished,Low,Low Floor
house,near airport rci road mallapir,3.0,3.0,4.0,New Property,2700.0,0.0,0.0,furnished,Low,Low Floor
house,dammaiguda,3.0,4.0,1.0,Moderately Old,2390.0,0.0,1.0,semifurnished,Medium,Low Floor
house,nagole,4.0,5.0,1.0,Moderately Old,182.0,0.0,0.0,unfurnished,Low,Low Floor
house,chakripuram,2.0,2.0,1.0,New Property,100.0,0.0,0.0,unfurnished,Low,Low Floor
house,rampally,2.0,2.0,1.0,Relatively New,800.0,0.0,1.0,semifurnished,Medium,Low Floor
house,tellapur,3.0,4.0,1.0,New Property,3330.0,0.0,1.0,unfurnished,Low,Mid Floor
house,gulmohar park colony,1.0,4.0,3.0,Moderately Old,234.0,1.0,1.0,semifurnished,Low,Mid Floor
house,nadargul,2.0,2.0,1.0,New Property,200.0,0.0,0.0,unfurnished,Low,Low Floor
house,gachibowli,2.0,9.0,4.0,Moderately Old,1080.0,0.0,0.0,unfurnished,Low,Mid Floor
house,sai baba nagar,2.0,1.0,1.0,Moderately Old,900.0,0.0,0.0,unfurnished,Low,Low Floor
house,hafiz baba nagar,2.0,4.0,1.0,New Property,800.0,0.0,0.0,unfurnished,Low,Low Floor
house,gajulramaram,2.0,6.0,4.0,New Property,4450.0,0.0,1.0,semifurnished,Low,Mid Floor
house,gaddi annaram,3.0,1.0,0.0,Relatively New,900.0,0.0,0.0,semifurnished,Low,Low Floor
house,canara nagar,2.0,2.0,1.0,New Property,150.0,0.0,0.0,unfurnished,Low,Low Floor
house,hayathnagar,2.0,5.0,2.0,Moderately Old,170.0,0.0,0.0,semifurnished,Low,Mid Floor
house,prakash nagar,3.0,3.0,1.0,Old Property,2007.0,0.0,1.0,semifurnished,Low,Low Floor
house,kollur,5.0,5.0,4.0,Relatively New,2400.0,0.0,0.0,unfurnished,Low,Low Floor
house,neredmet,2.0,2.0,1.0,Old Property,80.0,0.0,0.0,unfurnished,Low,Low Floor
house,shamirpet,3.0,3.0,2.0,Old Property,1450.0,0.0,0.0,semifurnished,Medium,Low Floor
house,narapally,2.0,2.0,0.0,Moderately Old,184.0,0.0,0.0,semifurnished,Low,Low Floor
house,kondakal,3.0,4.0,2.0,New Property,2700.0,0.0,0.0,unfurnished,Medium,Low Floor
house,saket,2.0,6.0,2.0,New Property,160.0,0.0,1.0,unfurnished,Low,Mid Floor
house,dammaiguda,2.0,2.0,2.0,Moderately Old,125.0,0.0,0.0,semifurnished,Low,Low Floor
house,patelguda,2.0,2.0,0.0,New Property,150.0,0.0,1.0,unfurnished,Low,Low Floor
house,nagole,2.0,4.0,1.0,New Property,139.0,0.0,1.0,unfurnished,Low,Low Floor
house,asif nagar,2.0,7.0,3.0,Old Property,100.0,0.0,0.0,unfurnished,Low,Mid Floor
house,muthangi,4.0,4.0,2.0,Under Construction,150.0,0.0,0.0,unfurnished,Low,Mid Floor
house,dilsukh nagar,2.0,4.0,4.0,Old Property,124.0,0.0,0.0,unfurnished,Low,Low Floor
house,mokila,1.0,2.0,1.0,New Property,4356.0,0.0,0.0,unfurnished,Low,Low Floor
house,arunodaya nagar,2.0,2.0,1.0,Relatively New,1800.0,0.0,1.0,semifurnished,Low,Low Floor
house,hasthinapuram central,3.0,10.0,3.0,Old Property,300.0,0.0,0.0,unfurnished,Low,Mid Floor
house,aminpur,2.0,2.0,0.0,Moderately Old,195.0,0.0,0.0,unfurnished,Low,Low Floor
house,bandlaguda jagir,6.0,6.0,2.0,Relatively New,2500.0,0.0,0.0,unfurnished,Low,Low Floor
house,new vivekananda nagar road number 5 chinthal quthbullapur,2.0,4.0,1.0,Relatively New,133.0,0.0,0.0,unfurnished,Low,Low Floor
house,jeedimetla,4.0,4.0,2.0,Relatively New,900.0,0.0,0.0,unfurnished,Low,Low Floor
house,neredmet,3.0,3.0,1.0,Relatively New,1296.0,0.0,0.0,semifurnished,Low,Low Floor
house,megha hills,3.0,3.0,3.0,Old Property,440.0,0.0,0.0,unfurnished,Low,Mid Floor
house,skd nagar,2.0,2.0,0.0,Old Property,111.0,0.0,1.0,semifurnished,Low,Mid Floor
house,new sayeedabad colony,3.0,1.0,0.0,Old Property,125.0,0.0,0.0,unfurnished,Low,Low Floor
house,dabeerpura,2.0,2.0,1.0,Old Property,1395.0,0.0,0.0,unfurnished,Low,Low Floor
house,suraram,2.0,6.0,4.0,Relatively New,100.0,0.0,1.0,unfurnished,Low,Mid Floor
house,picket,3.0,2.0,2.0,Old Property,165.0,0.0,0.0,unfurnished,Low,Low Floor
house,pati,3.0,4.0,3.0,New Property,2425.0,0.0,0.0,unfurnished,Low,Mid Floor
house,upperpally,2.0,6.0,3.0,Moderately Old,1350.0,0.0,1.0,semifurnished,Low,Mid Floor
house,balapur,3.0,2.0,1.0,New Property,111.0,0.0,0.0,semifurnished,Low,Low Floor
house,rambagh colony,2.0,3.0,2.0,Relatively New,52.0,1.0,1.0,semifurnished,Low,Low Floor
house,narapally,2.0,6.0,2.0,Relatively New,192.0,0.0,1.0,unfurnished,Low,Mid Floor
house,kistareddypet,2.0,2.0,1.0,Relatively New,150.0,0.0,0.0,semifurnished,Medium,Low Floor
house,gollaguda alwal village,4.0,4.0,3.0,Old Property,1300.0,0.0,1.0,unfurnished,Low,Mid Floor
house,nadargul,2.0,2.0,2.0,New Property,1220.0,0.0,0.0,unfurnished,Low,Low Floor
house,moosarambagh,6.0,6.0,2.0,Old Property,4000.0,1.0,0.0,semifurnished,Low,Mid Floor
house,yamjal,2.0,3.0,2.0,New Property,1025.0,0.0,1.0,semifurnished,Low,Low Floor
